upid	organism	taxid	protein_count	group	genus	genus_n_available	status
UP000033647	Zymoseptoria brevis	1047168	10566	fungi			swept
UP000034291	Aspergillus rambellii	308745	7761	fungi			swept
UP000034680	Diaporthe ampelina	1214573	10703	fungi			swept
UP000034841	Ceratocystis fimbriata f. sp. platani	88771	5620	fungi			swept
UP000034947	Aspergillus ochraceoroseus	138278	7828	fungi			swept
UP000036947	Tolypocladium ophioglossoides (strain CBS 100239) (Snaketongue truffleclub) (Elaphocordyceps ophioglossoides)	1163406	9303	fungi			swept
UP000037136	Ophiocordyceps unilateralis (Zombie-ant fungus) (Torrubia unilateralis)	268505	8572	fungi			swept
UP000037505	Aspergillus nomiae NRRL (strain ATCC 15546 / NRRL 13137 / CBS 260.88 / M93)	1509407	11916	fungi			swept
UP000037696	Penicillium nordicum	229535	12938	fungi			swept
UP000037751	Malassezia pachydermatis	77020	4201	fungi			swept
UP000037904	Fusarium langsethiae	179993	11939	fungi			swept
UP000038010	Cyphellophora attinorum	1664694	11848	fungi			swept
UP000039046	[Torrubiella] hemipterigena	1531966	11466	fungi			swept
UP000042958	Penicillium brasilianum	104259	11933	fungi			swept
UP000044602	Verticillium longisporum (Verticillium dahliae var. longisporum)	100787	20580	fungi			swept
UP000044841	Rhizoctonia solani	456999	11878	fungi			swept
UP000050424	Neonectria ditissima	78410	12683	fungi			swept
UP000053029	Fonsecaea pedrosoi CBS 271.37	1442368	12525	fungi			swept
UP000053095	Talaromyces pinophilus (Penicillium pinophilum)	128442	10883	fungi			swept
UP000053201	Spizellomyces punctatus (strain DAOM BR117)	645134	9267	fungi			swept
UP000053257	Phlebiopsis gigantea (strain 11061_1 CR5-6) (White-rot fungus) (Peniophora gigantea)	745531	11848	fungi			swept
UP000053259	Verruconis gallopava	253628	10768	fungi			swept
UP000053263	Plicaturopsis crispa FD-325 SS-3	944288	2710	fungi			swept
UP000053317	Phaeomoniella chlamydospora (Phaeoacremonium chlamydosporum)	158046	6907	fungi			swept
UP000053328	Exophiala spinifera	91928	12047	fungi			swept
UP000053342	Exophiala oligosperma	215243	12793	fungi			swept
UP000053392	Cryptococcus deuterogattii Ram5	1296110	6462	fungi			swept
UP000053411	Fonsecaea multimorphosa CBS 102226	1442371	12368	fungi			swept
UP000053424	Hebeloma cylindrosporum	76867	15327	fungi			swept
UP000053447	Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent)	1408657	3746	fungi			swept
UP000053475	Aspergillus ustus	40382	706	fungi			swept
UP000053477	Schizopora paradoxa	27342	17051	fungi			swept
UP000053558	Coniophora puteana (strain RWD-64-598) (Brown rot fungus)	741705	13735	fungi			swept
UP000053573	Blastomyces silverae	2060906	8561	fungi			swept
UP000053593	Collybiopsis luxurians FD-317 M1	944289	14588	fungi			swept
UP000053611	Cutaneotrichosporon oleaginosum	879819	8317	fungi			swept
UP000053617	Rhinocladiella mackenziei (strain CBS 650.93)	1442369	11378	fungi			swept
UP000053647	Paxillus involutus ATCC 200175	664439	11689	fungi			swept
UP000053732	Penicillium camemberti (strain FM 013)	1429867	14391	fungi			swept
UP000053758	Moesziomyces antarcticus (Yeast) (Pseudozyma antarctica)	84753	4672	fungi			swept
UP000053789	Cladophialophora bantiana (strain ATCC 10958 / CBS 173.52 / CDC B-1940 / NIH 8579) (Xylohypha bantiana)	1442370	12238	fungi			swept
UP000053800	Cryptococcus bacillisporus CA1873	1296111	6631	fungi			swept
UP000053815	Mucor ambiguus	91626	11311	fungi			swept
UP000053820	Hydnomerulius pinastri MD-312	994086	7783	fungi			swept
UP000053831	Escovopsis weberi	150374	6869	fungi			swept
UP000053841	Cochliobolus carbonum (strain 26-R-13) (Maize leaf spot fungus) (Bipolaris zeicola)	930089	12851	fungi			swept
UP000053890	Rhodotorula graminis (strain WP1)	578459	7228	fungi			swept
UP000053958	Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815)	1408163	9842	fungi			swept
UP000053989	Scleroderma citrinum Foug A	1036808	20903	fungi			swept
UP000054007	Cylindrobasidium torrendii FP15055 ss-10	1314674	13901	fungi			swept
UP000054032	Bipolaris oryzae ATCC 44560	930090	12000	fungi			swept
UP000054097	Serendipita vermifera MAFF 305830	933852	15021	fungi			swept
UP000054107	Parasitella parasitica	35722	13357	fungi			swept
UP000054144	Fistulina hepatica ATCC 64428	1128425	9322	fungi			swept
UP000054166	Piloderma croceum (strain F 1598)	765440	21360	fungi			swept
UP000054196	Punctularia strigosozonata (strain HHB-11173) (White-rot fungus)	741275	2093	fungi			swept
UP000054248	Tulasnella calospora MUT 4182	1051891	19357	fungi			swept
UP000054251	Debaryomyces fabryi	58627	6022	fungi			swept
UP000054266	Phialophora macrospora	1851006	11503	fungi			swept
UP000054270	Hypholoma sublateritium (strain FD-334 SS-4)	945553	17638	fungi			swept
UP000054272	Cryptococcus gattii EJB2	1296103	6761	fungi			swept
UP000054302	Exophiala mesophila (Black yeast-like fungus)	212818	10000	fungi			swept
UP000054304	Lachancea lanzarotensis	1245769	5055	fungi			swept
UP000054321	Oidiodendron maius (strain Zn)	913774	16697	fungi			swept
UP000054337	Bipolaris victoriae (strain FI3) (Victoria blight of oats agent) (Cochliobolus victoriae)	930091	12702	fungi			swept
UP000054342	Exophiala xenobiotica	348802	12773	fungi			swept
UP000054350	Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)	578462	19092	fungi			swept
UP000054383	Talaromyces islandicus (Penicillium islandicum)	28573	9928	fungi			swept
UP000054399	Cryptococcus tetragattii IND107	1296105	6640	fungi			swept
UP000054454	Pneumocystis carinii (strain B80) (Rat pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. carinii)	1408658	3641	fungi			swept
UP000054466	Cladophialophora immunda	569365	13606	fungi			swept
UP000054477	Laccaria amethystina LaAM-08-1	1095629	20893	fungi			swept
UP000054481	Hirsutella minnesotensis 3608	1043627	9072	fungi			swept
UP000054485	Suillus luteus UH-Slu-Lm8-n1	930992	18277	fungi			swept
UP000054516	Rosellinia necatrix (White root-rot fungus)	77044	12440	fungi			swept
UP000054524	Nematocida ausubeli (strain ATCC PRA-371 / ERTm2) (Nematode killer fungus)	1913371	2428	fungi			swept
UP000054544	Metarhizium anisopliae BRIP 53293	1291518	11404	fungi			swept
UP000054549	Amanita muscaria (strain Koide BX008)	946122	17954	fungi			swept
UP000054564	Puccinia striiformis f. sp. tritici PST-78	1165861	19932	fungi			swept
UP000054771	Aspergillus calidoustus	454130	15359	fungi			swept
UP000054821	Trichoderma gamsii	398673	11178	fungi			swept
UP000054845	Ceraceosorus bombacis	401625	8017	fungi			swept
UP000055045	Penicillium freii	48697	11722	fungi			swept
UP000059188	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	1108050	12613	fungi			swept
UP000070054	Colletotrichum nymphaeae SA-01	1460502	14402	fungi			swept
UP000070121	Colletotrichum salicis	1209931	13783	fungi			swept
UP000070133	Pseudocercospora eumusae	321146	11956	fungi			swept
UP000070168	Penicillium patulum (Penicillium griseofulvum)	5078	9628	fungi			swept
UP000070328	Colletotrichum simmondsii	703756	13884	fungi			swept
UP000070444	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata)	796925	10567	fungi			swept
UP000070501	Microdochium bolleyi	196109	13164	fungi			swept
UP000070544	Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera)	1344416	13801	fungi			swept
UP000070700	Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis)	149040	18561	fungi			swept
UP000070720	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	229533	14147	fungi			swept
UP000073492	Pseudocercospora musae	113226	11907	fungi			swept
UP000076154	Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus)	39966	16572	fungi			swept
UP000076552	Colletotrichum tofieldiae	708197	12499	fungi			swept
UP000076584	Colletotrichum incanum (Soybean anthracnose fungus)	1573173	12796	fungi			swept
UP000076632	Xylona heveae (strain CBS 132557 / TC161)	1328760	8201	fungi			swept
UP000076722	Sistotremastrum niveocremeum HHB9708	1314777	13037	fungi			swept
UP000076727	Daedalea quercina L-15889	1314783	12170	fungi			swept
UP000076738	Calocera viscosa (strain TUFC12733)	1330018	12323	fungi			swept
UP000076744	Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea)	1081104	10050	fungi			swept
UP000076761	Neolentinus lepideus HHB14362 ss-1	1314782	13108	fungi			swept
UP000076798	Sistotremastrum suecicum HHB10207 ss-3	1314776	13633	fungi			swept
UP000076837	Didymella rabiei (Chickpea ascochyta blight fungus) (Mycosphaerella rabiei)	5454	10558	fungi			swept
UP000076842	Calocera cornea HHB12733	1353952	13078	fungi			swept
UP000076863	Beauveria brongniartii RCEF 3172	1081107	9594	fungi			swept
UP000076871	Laetiporus sulphureus 93-53	1314785	13712	fungi			swept
UP000076874	Niveomyces insectorum RCEF 264	1081102	9495	fungi			swept
UP000076881	Akanthomyces lecanii RCEF 1005	1081108	11019	fungi			swept
UP000077002	Fonsecaea monophora	254056	11984	fungi			swept
UP000077051	Mucor lusitanicus CBS 277.49	747725	11586	fungi			swept
UP000077069	Paraphaeosphaeria sporulosa	1460663	14732	fungi			swept
UP000077248	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	5599	13463	fungi			swept
UP000077266	Exidia glandulosa HHB12029	1314781	26313	fungi			swept
UP000077315	Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)	763407	16155	fungi			swept
UP000077521	Tilletia indica	43049	9656	fungi			swept
UP000077684	Tilletia controversa (dwarf bunt fungus)	13291	9880	fungi			swept
UP000078113	Tilletia walkeri	117179	7880	fungi			swept
UP000078237	Madurella mycetomatis	100816	9733	fungi			swept
UP000078343	Fonsecaea erecta	1367422	12089	fungi			swept
UP000078512	Linnemannia elongata AG-77	1314771	14849	fungi			swept
UP000078544	Moelleriella libera RCEF 2490	1081109	8458	fungi			swept
UP000078561	Absidia glauca (Pin mould)	4829	14825	fungi			swept
UP000078576	Cytospora mali (Apple Valsa canker fungus) (Valsa mali)	578113	10741	fungi			swept
UP000078595	Kwoniella dejecticola CBS 10117	1296121	8630	fungi			swept
UP000091918	Emergomyces africanus	1955775	8745	fungi			swept
UP000091956	Pseudogymnoascus verrucosus	342668	10683	fungi			swept
UP000091967	Fusarium poae	36050	14048	fungi			swept
UP000092154	Rhizopogon vinicolor AM-OR11-026	1314800	14447	fungi			swept
UP000092321	Hanseniaspora valbyensis NRRL Y-1626	766949	4754	fungi			swept
UP000092555	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	869754	5827	fungi			swept
UP000092583	Kwoniella mangroviensis CBS 10435	1331196	8428	fungi			swept
UP000092666	Kwoniella heveanensis BCC8398	1296120	7924	fungi			swept
UP000092730	Kwoniella bestiolae CBS 10118	1296100	9104	fungi			swept
UP000092993	Grifola frondosa (Maitake) (Polyporus frondosus)	5627	14985	fungi			swept
UP000093000	Choanephora cucurbitarum	101091	11924	fungi			swept
UP000094020	Kwoniella pini CBS 10737	1296096	7807	fungi			swept
UP000094043	Cryptococcus depauperatus CBS 7841	1295531	6334	fungi			swept
UP000094065	Cryptococcus amylolentus CBS 6039	1295533	9877	fungi			swept
UP000094112	Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala)	683960	6406	fungi			swept
UP000094236	Pachysolen tannophilus NRRL Y-2460	669874	5645	fungi			swept
UP000094285	Suhomyces tanzawaensis NRRL Y-17324	984487	5882	fungi			swept
UP000094336	Babjeviella inositovora NRRL Y-12698	984486	6394	fungi			swept
UP000094385	Lipomyces starkeyi NRRL Y-11557	675824	8136	fungi			swept
UP000094389	Cyberlindnera jadinii (strain ATCC 18201 / CBS 1600 / BCRC 20928 / JCM 3617 / NBRC 0987 / NRRL Y-1542) (Torula yeast) (Candida utilis)	983966	5994	fungi			swept
UP000094444	Diaporthe helianthi	158607	13137	fungi			swept
UP000094455	Pichia membranifaciens NRRL Y-2026	763406	5536	fungi			swept
UP000094526	Cladophialophora carrionii	86049	11181	fungi			swept
UP000094565	Komagataella pastoris (Yeast) (Pichia pastoris)	4922	5034	fungi			swept
UP000094569	Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	573508	10115	fungi			swept
UP000094801	[Candida] arabinofermentans NRRL YB-2248	983967	5827	fungi			swept
UP000094819	Cryptococcus wingfieldii CBS 7118	1295528	8085	fungi			swept
UP000095009	Nadsonia fulvescens var. elongata DSM 6958	857566	5636	fungi			swept
UP000095023	Tortispora caseinolytica NRRL Y-17796	767744	4657	fungi			swept
UP000095038	Ascoidea rubescens DSM 1968	1344418	6735	fungi			swept
UP000095085	Hyphopichia burtonii NRRL Y-1933	984485	5994	fungi			swept
UP000095358	Hanseniaspora uvarum (Yeast) (Kloeckera apiculata)	29833	4059	fungi			swept
UP000095605	Hanseniaspora opuntiae	211096	4166	fungi			swept
UP000095728	Hanseniaspora osmophila	56408	4653	fungi			swept
UP000176998	Colletotrichum orchidophilum	1209926	14495	fungi			swept
UP000177622	Penicillium arizonense	1835702	12121	fungi			swept
UP000177625	Rhynchosporium secalis (Barley scald fungus)	38038	13144	fungi			swept
UP000178129	Rhynchosporium graminicola	2792576	12208	fungi			swept
UP000178912	Rhynchosporium agropyri	914238	13667	fungi			swept
UP000179179	Aspergillus bombycis	109264	12265	fungi			swept
UP000182235	Emergomyces pasteurianus Ep9510	1447872	8944	fungi			swept
UP000182334	Sungouiella intermedia	45354	5921	fungi			swept
UP000182658	Coniochaeta ligniaria NRRL 30616	1408157	13658	fungi			swept
UP000183365	Hanseniaspora guilliermondii	56406	4070	fungi			swept
UP000183567	Rhizopogon vesiculosus	180088	14146	fungi			swept
UP000183809	Diplodia corticola	236234	10836	fungi			swept
UP000183971	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346	16122	fungi			swept
UP000184073	Aspergillus versicolor CBS 583.65	1036611	13222	fungi			swept
UP000184188	Penicilliopsis zonata CBS 506.65	1073090	9870	fungi			swept
UP000184255	Fusarium mangiferae (Mango malformation disease fungus)	192010	15798	fungi			swept
UP000184267	Trametes pubescens (White-rot fungus)	154538	14147	fungi			swept
UP000184300	Aspergillus glaucus CBS 516.65	1160497	11245	fungi			swept
UP000184304	Aspergillus tubingensis (strain CBS 134.48)	767770	12335	fungi			swept
UP000184330	Phialocephala subalpina	576137	20170	fungi			swept
UP000184356	Aspergillus sydowii CBS 593.65	1036612	13568	fungi			swept
UP000184383	Aspergillus wentii DTO 134E9	1073089	12389	fungi			swept
UP000184499	Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946)	767769	12982	fungi			swept
UP000184546	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	690307	10843	fungi			swept
UP000185904	Fonsecaea nubica	856822	11681	fungi			swept
UP000185944	Nematocida displodere	1805483	2241	fungi			swept
UP000186136	Pichia membranifaciens	4926	4160	fungi			swept
UP000186303	Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)	1230383	4501	fungi			swept
UP000186583	Colletotrichum chlorophyti	708187	10302	fungi			swept
UP000186594	Neolecta irregularis (strain DAH-3)	1198029	5551	fungi			swept
UP000186601	Hermanssonia centrifuga	98765	13628	fungi			swept
UP000186955	Penicillium subrubescens	1316194	14038	fungi			swept
UP000187283	Smittium culicis	133412	10832	fungi			swept
UP000187429	Smittium culicis	133412	10576	fungi			swept
UP000187455	Smittium mucronatum	133383	7962	fungi			swept
UP000188318	Aspergillus carbonarius (strain ITEM 5010)	602072	11037	fungi			swept
UP000188320	Zancudomyces culisetae (Gut fungus) (Smittium culisetae)	1213189	7387	fungi			swept
UP000188533	Lentinula edodes (Shiitake mushroom) (Lentinus edodes)	5353	12046	fungi			swept
UP000189513	Cyberlindnera fabianii (Yeast) (Hansenula fabianii)	36022	5507	fungi			swept
UP000189580	Sugiyamaella lignohabitans	796027	5131	fungi			swept
UP000189911	Lachancea nothofagi CBS 11611	1266666	5149	fungi			swept
UP000190274	Lachancea dasiensis	1072105	5089	fungi			swept
UP000190831	Lachancea fermentati (Zygosaccharomyces fermentati)	4955	5229	fungi			swept
UP000191004	Trichoderma guizhouense	1491466	11254	fungi			swept
UP000191024	Lachancea mirantina	1230905	5053	fungi			swept
UP000191144	Lachancea meyersii CBS 8951	1266667	4993	fungi			swept
UP000191285	Penicillium steckii	303698	10355	fungi			swept
UP000191342	Penicillium flavigenum	254877	10875	fungi			swept
UP000191408	Penicillium polonicum	60169	10627	fungi			swept
UP000191500	Penicillium coprophilum	36646	8993	fungi			swept
UP000191518	Penicillium vulpinum	29845	10245	fungi			swept
UP000191522	Penicillium decumbens	69771	7144	fungi			swept
UP000191612	Penicillium solitum	60172	11867	fungi			swept
UP000191672	Penicillium antarcticum	416450	11372	fungi			swept
UP000191691	Penicillium nalgiovense	60175	11728	fungi			swept
UP000192596	Cryoendolithus antarcticus	1507870	18598	fungi			swept
UP000192639	Enterospora canceri	1081671	2147	fungi			swept
UP000192927	Lasallia pustulata	136370	8267	fungi			swept
UP000193067	Trametes coccinea (strain BRFM310) (Pycnoporus coccineus)	1353009	12648	fungi			swept
UP000193144	Clohesyomyces aquaticus	1231657	15806	fungi			swept
UP000193218	Kockovaella imperatae	4999	7388	fungi			swept
UP000193240	Epicoccum nigrum (Soil fungus) (Epicoccum purpurascens)	105696	12021	fungi			swept
UP000193411	Catenaria anguillulae PL171	765915	12599	fungi			swept
UP000193467	Leucosporidium creatinivorum	106004	9828	fungi			swept
UP000193498	Basidiobolus meristosporus CBS 931.73	1314790	15513	fungi			swept
UP000193560	Absidia repens	90262	14767	fungi			swept
UP000193642	Rhizoclosmatium globosum	329046	16725	fungi			swept
UP000193648	Lobosporangium transversale	64571	11597	fungi			swept
UP000193685	Protomyces lactucae-debilis	2754530	6702	fungi			swept
UP000193689	Pseudomassariella vexata	1141098	12557	fungi			swept
UP000193719	Piromyces finnis	1754191	10787	fungi			swept
UP000193922	Linderina pennispora	61395	9274	fungi			swept
UP000193944	Anaeromyces robustus	1754192	12666	fungi			swept
UP000193986	Naematelia encephala	71784	7963	fungi			swept
UP000194127	Postia placenta MAD-698-R-SB12	670580	12517	fungi			swept
UP000194280	Hortaea werneckii EXF-2000	1157616	15464	fungi			swept
UP000196158	Maudiozyma saulgeensis	1789683	5290	fungi			swept
UP000198372	Microbotryum intermedium	269621	8013	fungi			swept
UP000199069	Rhodotorula toruloides (Yeast) (Rhodosporidium toruloides)	5286	7496	fungi			swept
UP000214365	Talaromyces atroroseus	1441469	9520	fungi			swept
UP000215127	Zymoseptoria tritici (strain ST99CH_3D7)	1276538	11722	fungi			swept
UP000215289	Aspergillus turcosus	1245748	9174	fungi			swept
UP000215305	Aspergillus thermomutatus (Neosartorya pseudofischeri)	41047	9702	fungi			swept
UP000217790	Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa)	47427	25522	fungi			swept
UP000218334	Armillaria solidipes	1076256	20715	fungi			swept
UP000218811	Wolfiporia cocos (strain MD-104) (Brown rot fungus)	742152	12196	fungi			swept
UP000219286	Trichoderma parareesei (Filamentous fungus)	858221	9061	fungi			swept
UP000219338	Armillaria ostoyae (Armillaria root rot fungus)	47428	22192	fungi			swept
UP000222788	Ceratocystis fimbriata CBS 114723	1035309	7264	fungi			swept
UP000223968	Helicocarpus griseus UAMH5409	1447875	10216	fungi			swept
UP000224080	Blastomyces parvus	2060905	8197	fungi			swept
UP000224634	Polytolypa hystricis (strain UAMH7299)	1447883	9934	fungi			swept
UP000224854	Ophiocordyceps australis	1399860	7986	fungi			swept
UP000225277	Ramularia collo-cygni	112498	11621	fungi			swept
UP000226031	[Emmonsia] crescens	73230	8899	fungi			swept
UP000226192	Ophiocordyceps australis	1399860	8168	fungi			swept
UP000226431	Ophiocordyceps camponoti-rufipedis	2004952	7618	fungi			swept
UP000230002	Ganoderma sinense ZZ0214-1	1077348	15394	fungi			swept
UP000230249	Candidozyma auris (Yeast) (Candida auris)	498019	5433	fungi			swept
UP000231358	Aspergillus arachidicola	656916	12090	fungi			swept
UP000232875	Malassezia vespertilionis	2020962	3791	fungi			swept
UP000233524	Lomentospora prolificans	41688	8533	fungi			swept
UP000234254	Aspergillus campestris (strain IBT 28561)	1392248	9702	fungi			swept
UP000234275	Aspergillus steynii IBT 23096	1392250	12965	fungi			swept
UP000234474	Aspergillus novofumigatus (strain IBT 16806)	1392255	11480	fungi			swept
UP000234585	Aspergillus candidus	41067	9639	fungi			swept
UP000235023	Aspergillus taichungensis	482145	9689	fungi			swept
UP000235371	Hyaloscypha bicolor E	1095630	18616	fungi			swept
UP000235388	Puccinia coronata f. sp. avenae	200324	25533	fungi			swept
UP000235672	Hyaloscypha hepaticicola	2082293	16778	fungi			swept
UP000235786	Hyaloscypha variabilis (strain UAMH 11265 / GT02V1 / F) (Meliniomyces variabilis)	1149755	20347	fungi			swept
UP000236544	Lachancea quebecensis	1654605	5071	fungi			swept
UP000236621	Tolypocladium capitatum	45235	7634	fungi			swept
UP000236664	Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)	42673	16018	fungi			swept
UP000237144	Rhodotorula taiwanensis	741276	7012	fungi			swept
UP000237438	Erysiphe pulchra	225359	6853	fungi			swept
UP000237481	Tolypocladium paradoxum	94208	8979	fungi			swept
UP000237631	Cercospora berteroae	357750	11903	fungi			swept
UP000238274	Puccinia striiformis	27350	14536	fungi			swept
UP000238350	Wickerhamiella sorbophila	45607	4707	fungi			swept
UP000239156	Puccinia striiformis	27350	14992	fungi			swept
UP000240493	Trichoderma asperellum (strain ATCC 204424 / CBS 433.97 / NBRC 101777)	1042311	12547	fungi			swept
UP000240760	Trichoderma longibrachiatum ATCC 18648	983965	10930	fungi			swept
UP000240830	Paramicrosporidium saccamoebae	1246581	3754	fungi			swept
UP000240883	Corynespora cassiicola Philippines	1448308	17125	fungi			swept
UP000241107	Candidozyma pseudohaemuli	418784	5132	fungi			swept
UP000241462	Coniella lustricola	2025994	11309	fungi			swept
UP000241546	Trichoderma citrinoviride	58853	9735	fungi			swept
UP000241587	Fusarium culmorum	5516	12360	fungi			swept
UP000241690	Trichoderma harzianum (strain CBS 226.95 / KCTC 16976) (Green mold) (Hypocrea lixii)	983964	14049	fungi			swept
UP000241818	Amorphotheca resinae ATCC 22711	857342	9640	fungi			swept
UP000242146	Hesseltinella vesiculosa	101127	11058	fungi			swept
UP000242180	Syncephalastrum racemosum (Filamentous fungus)	13706	11037	fungi			swept
UP000242254	Rhizopus microsporus ATCC 52813	1340429	10804	fungi			swept
UP000242287	Amanita thiersii Skay4041	703135	10343	fungi			swept
UP000242474	Coemansia reversa (strain ATCC 12441 / NRRL 1564)	763665	7317	fungi			swept
UP000242519	Diplocarpon coronariae	2795749	9355	fungi			swept
UP000242525	Geotrichum candidum (Oospora lactis) (Dipodascus geotrichum)	1173061	6774	fungi			swept
UP000242770	Sporisorium scitamineum	49012	7711	fungi			swept
UP000242791	Blastomyces percursus	1658174	10283	fungi			swept
UP000242875	Bifiguratus adelaidae	1938954	5718	fungi			swept
UP000242877	Ascosphaera apis ARSEF 7405	392613	6442	fungi			swept
UP000243052	Eremothecium sinecaudum	45286	4524	fungi			swept
UP000243081	Cordyceps confragosa (Lecanicillium lecanii)	2714763	8125	fungi			swept
UP000243308	Podila verticillata NRRL 6337	1069443	1514	fungi			swept
UP000243498	Metarhizium rileyi (Nomuraea rileyi)	1649241	8763	fungi			swept
UP000243515	Elaphomyces granulatus	519963	7169	fungi			swept
UP000243519	Trichophyton violaceum	34388	7035	fungi			swept
UP000243723	Elsinoe australis	40998	9222	fungi			swept
UP000243797	Sphaceloma murrayae	2082308	8255	fungi			swept
UP000243876	Sporidiobolus salmonicolor (Yeast-like fungus) (Sporobolomyces salmonicolor)	5005	4663	fungi			swept
UP000244309	Candidozyma haemuli	45357	5240	fungi			swept
UP000244406	Candidozyma duobushaemuli	1231522	5170	fungi			swept
UP000244722	Tuber borchii (White truffle)	42251	12324	fungi			swept
UP000244855	Periconia macrospinosa	97972	18722	fungi			swept
UP000245383	Smittium simulii	133385	6456	fungi			swept
UP000245591	Smittium angustum	133377	6707	fungi			swept
UP000245609	Smittium megazygosporum	133381	6835	fungi			swept
UP000245626	Violaceomyces palustris	1673888	8058	fungi			swept
UP000245699	Furculomyces boomerangus	61424	6645	fungi			swept
UP000245768	Acaromyces ingoldii	215250	8019	fungi			swept
UP000245771	Meira miltonrushii	1280837	7452	fungi			swept
UP000245783	Ceraceosorus guamensis	1522189	7822	fungi			swept
UP000245884	Jaminaea rosea	1569628	6858	fungi			swept
UP000245910	Fusarium venenatum	56646	13945	fungi			swept
UP000245942	Microstroma glucosiphilum	1684307	6679	fungi			swept
UP000245946	Tilletiopsis washingtonensis	58919	7007	fungi			swept
UP000246171	Aspergillus eucalypticola (strain CBS 122712 / IBT 29274)	1448314	11883	fungi			swept
UP000246702	Aspergillus sclerotioniger CBS 115572	1450535	12304	fungi			swept
UP000246740	Testicularia cyperi	1882483	7036	fungi			swept
UP000246991	Tuber magnatum (white Piedmont truffle)	42249	9390	fungi			swept
UP000247233	Aspergillus heteromorphus CBS 117.55	1448321	10837	fungi			swept
UP000247647	Aspergillus neoniger (strain CBS 115656)	1448310	11937	fungi			swept
UP000247702	Rhizophagus clarus	94130	27461	fungi			swept
UP000247810	Aspergillus ellipticus CBS 707.79	1448320	12861	fungi			swept
UP000248340	Aspergillus uvarum CBS 121591	1448315	12014	fungi			swept
UP000248349	Aspergillus saccharolyticus JOP 1030-1	1450539	10061	fungi			swept
UP000248405	Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658)	1448311	12060	fungi			swept
UP000248423	Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)	1448318	12562	fungi			swept
UP000248817	Aspergillus indologenus CBS 114.80	1450541	12161	fungi			swept
UP000248961	Aspergillus homomorphus (strain CBS 101889)	1450537	11360	fungi			swept
UP000249056	Monilinia fructigena	38457	10740	fungi			swept
UP000249057	Aspergillus brunneoviolaceus CBS 621.78	1450534	12073	fungi			swept
UP000249293	Pichia kudriavzevii (Yeast) (Issatchenkia orientalis)	4909	5146	fungi			swept
UP000249363	Talaromyces amestolkiae	1196081	10407	fungi			swept
UP000249402	Aspergillus ibericus CBS 121593	1448316	11680	fungi			swept
UP000249464	Microbotryum silenes-dioicae	796604	12674	fungi			swept
UP000249497	Aspergillus japonicus CBS 114.51	1448312	12019	fungi			swept
UP000249526	Aspergillus piperis CBS 112811	1448313	12061	fungi			swept
UP000249619	Stemphylium lycopersici (Tomato gray leaf spot disease fungus) (Thyrospora lycopersici)	183478	9079	fungi			swept
UP000249661	Aspergillus aculeatinus CBS 121060	1448322	12015	fungi			swept
UP000249723	Microbotryum saponariae	289078	10396	fungi			swept
UP000249748	Aspergillus costaricaensis CBS 115574	1448317	11865	fungi			swept
UP000249757	Pyrenophora tritici-repentis (Wheat tan spot fungus) (Drechslera tritici-repentis)	45151	13351	fungi			swept
UP000249789	Aspergillus fijiensis CBS 313.89	1448319	12018	fungi			swept
UP000249829	Aspergillus violaceofuscus (strain CBS 115571)	1450538	12074	fungi			swept
UP000250043	Obba rivulosa	1052685	13191	fungi			swept
UP000250078	Cenococcum geophilum 1.58	794803	1910	fungi			swept
UP000250140	Glonium stellatum	574774	14277	fungi			swept
UP000250266	Lepidopterella palustris CBS 459.81	1314670	13861	fungi			swept
