coding	character	evidence	use_r5	use_r6	branch_lengths	n_absent	model	fitted	n_params	rate	rate_gain	loglik	aic	profile_shape	profile_argmax	reason	first_seen_note
paralog	ITPR1	full_locus_only	0	1	unit	1	ER	1	1	0.00147688	0.00147688	-7.5192	17.0384				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	1	unit	1	ARD	1	2	0.00343444	0.841901	-6.5602	17.1203				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	1	unit	1	irreversible	1	1	0.00147275	0	-6.8275	15.6549				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	1	unit	4	ER	1	1	0.00455171	0.00455171	-17.3981	36.7961				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	1	unit	4	ARD	1	2	0.00456847	0.0399742	-16.9015	37.803				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	1	unit	4	irreversible	1	1	0.0045582	0	-17.3804	36.7607				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	1	unit	4	ER	1	1	0.00432662	0.00432662	-17.9548	37.9096				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	1	unit	4	ARD	1	2	0.00436481	0.0428372	-17.4412	38.8824				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	1	unit	4	irreversible	1	1	0.0043312	0	-17.9391	37.8782				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	0	unit	48	ER	1	1	0.0543809	0.0543809	-122.705	247.411				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	0	unit	48	ARD	1	2	0.042131	0.367624	-115.118	234.237				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	0	unit	48	irreversible	1	1	0.0573619	0	-131.143	264.287				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	0	unit	56	ER	1	1	0.069286	0.069286	-139.367	280.733				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	0	unit	56	ARD	1	2	0.0388475	0.394776	-131.578	267.157				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	0	unit	56	irreversible	1	1	0.066445	0	-142.138	286.276				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	0	unit	40	ER	1	1	0.047665	0.047665	-112.706	227.411				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	0	unit	40	ARD	1	2	0.0530102	0.216807	-111.081	226.161				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	0	unit	40	irreversible	1	1	0.045656	0	-113.355	228.71				one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	gap_lo	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	gap_lo	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	gap_lo	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	0	1	ultrametric	2	ER	1	1	0.0152911	0.0152911	-5.922	13.844				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	0	1	ultrametric	2	ARD	1	2	0.0143947	0.160779	-5.3913	14.7827				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	0	1	ultrametric	2	irreversible	1	1	0.0153762	0	-5.2702	12.5405				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	0	ultrametric	1	ER	1	1	0.0154448	0.0154448	-8.2635	18.527				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	0	ultrametric	1	ARD	1	2	0.148102	44.866	-6.7168	17.4337				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	0	ultrametric	1	irreversible	1	1	0.0153954	0	-7.5716	17.1432				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	0	ultrametric	1	ER	1	1	0.015684	0.015684	-8.248	18.4961				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	0	ultrametric	1	ARD	1	2	0.137128	41.81	-6.7235	17.4471				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	0	ultrametric	1	irreversible	1	1	0.015625	0	-7.5568	17.1136				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	0	ultrametric	1	ER	1	1	0.0155847	0.0155847	-8.2544	18.5088				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	0	ultrametric	1	ARD	1	2	0.101335	30.8368	-6.7239	17.4479				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	0	ultrametric	1	irreversible	1	1	0.0155148	0	-7.5639	17.1277				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	1	ultrametric	2	ER	1	1	0.0154409	0.0154409	-5.9123	13.8245				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	1	ultrametric	2	ARD	1	2	0.0145283	0.161319	-5.3825	14.765				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	1	ultrametric	2	irreversible	1	1	0.0155282	0	-5.2604	12.5208				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	1	ultrametric	2	ER	1	1	0.0153339	0.0153339	-5.9192	13.8385				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	1	ultrametric	2	ARD	1	2	0.0144348	0.161035	-5.3887	14.7774				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	1	ultrametric	2	irreversible	1	1	0.0154193	0	-5.2675	12.5349				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	0	0	ultrametric	6	ER	1	1	0.0935476	0.0935476	-33.759	69.518				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	0	0	ultrametric	6	ARD	1	2	0.148112	12.4007	-28.2342	60.4683				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	0	0	ultrametric	6	irreversible	1	1	0.0918913	0	-33.1009	68.2017				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	0	ultrametric	4	ER	1	1	0.0462176	0.0462176	-15.9837	33.9674				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	0	ultrametric	4	ARD	1	2	0.0454147	0.25581	-15.5782	35.1564				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	0	ultrametric	4	irreversible	1	1	0.0463576	0	-15.3135	32.6271				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	0	ultrametric	4	ER	1	1	0.0462547	0.0462547	-17.7733	37.5466				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	0	ultrametric	4	ARD	1	2	0.0464528	0.362896	-17.2985	38.597				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	0	ultrametric	4	irreversible	1	1	0.0461946	0	-17.1158	36.2317				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	1	ultrametric	1	ER	1	1	0.0158539	0.0158539	-8.2373	18.4746				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	1	ultrametric	1	ARD	1	2	0.0959842	28.7011	-6.708	17.4159				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	1	ultrametric	1	irreversible	1	1	0.0157819	0	-7.5468	17.0936				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	0	ultrametric	7	ER	1	1	0.111029	0.111029	-38.3556	78.7113				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	0	ultrametric	7	ARD	1	2	0.440658	18.6987	-33.4724	70.9448				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	0	ultrametric	7	irreversible	1	1	0.108414	0	-37.7284	77.4569				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	0	ultrametric	6	ER	1	1	0.0961909	0.0961909	-33.8781	69.7563				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	0	ultrametric	6	ARD	1	2	0.677217	33.8119	-29.5465	63.093				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	0	ultrametric	6	irreversible	1	1	0.0942196	0	-33.2384	68.4768				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	0	ultrametric	7	ER	1	1	0.112282	0.112282	-38.9675	79.9349				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	0	ultrametric	7	ARD	1	2	0.765502	32.5323	-33.356	70.7119				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	0	ultrametric	7	irreversible	1	1	0.109338	0	-38.3622	78.7244				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	1	ultrametric	3	ER	1	1	0.0312858	0.0312858	-12.0744	26.1487				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	1	ultrametric	3	ARD	1	2	0.0306886	0.264784	-11.5828	27.1656				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	1	ultrametric	3	irreversible	1	1	0.0313444	0	-11.4187	24.8373				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	1	ultrametric	2	ER	1	1	0.0155183	0.0155183	-5.9073	13.8146				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	1	ultrametric	2	ARD	1	2	0.0146068	0.162097	-5.3776	14.7551				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	1	ultrametric	2	irreversible	1	1	0.0156053	0	-5.2555	12.5109				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	0	0	ultrametric	12	ER	1	1	0.192381	0.192381	-57.639	117.278				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	0	0	ultrametric	12	ARD	1	2	0.166523	9.18263	-43.9997	91.9994				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	0	0	ultrametric	12	irreversible	1	1	0.184884	0	-57.8125	117.625				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	0	ultrametric	9	ER	1	1	0.125964	0.125964	-39.11	80.2199				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	0	ultrametric	9	ARD	1	2	0.134475	0.813251	-38.6752	81.3504				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	0	ultrametric	9	irreversible	1	1	0.124246	0	-38.4517	78.9034				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	0	ultrametric	11	ER	1	1	0.159135	0.159135	-49.9857	101.971				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	0	ultrametric	11	ARD	1	2	0.415595	12.1751	-46.2767	96.5534				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	0	ultrametric	11	irreversible	1	1	0.154923	0	-49.4092	100.818				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	1	ultrametric	1	ER	1	1	0.016181	0.016181	-8.2169	18.4339				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	1	ultrametric	1	ARD	1	2	0.0991603	28.7623	-6.6775	17.355				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	1	ultrametric	1	irreversible	1	1	0.0161054	0	-7.5265	17.053				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	0	ultrametric	12	ER	1	1	0.194984	0.194984	-58.4007	118.801				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	0	ultrametric	12	ARD	1	2	0.125995	9.55547	-47.1869	98.3738				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	0	ultrametric	12	irreversible	1	1	0.186647	0	-58.6149	119.23				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	0	ultrametric	14	ER	1	1	0.233518	0.233518	-64.7109	131.422				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	0	ultrametric	14	ARD	1	2	1.19376	24.6632	-56.8733	117.747				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	0	ultrametric	14	irreversible	1	1	0.222321	0	-64.2921	130.584				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	0	ultrametric	8	ER	1	1	0.128854	0.128854	-43.0764	88.1528				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	0	ultrametric	8	ARD	1	2	0.844694	31.2931	-37.0397	78.0795				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	0	ultrametric	8	irreversible	1	1	0.125091	0	-42.4912	86.9824				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	1	ultrametric	3	ER	1	1	0.0319238	0.0319238	-12.0342	26.0684				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	1	ultrametric	3	ARD	1	2	0.0313237	0.268147	-11.544	27.088				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	1	ultrametric	3	irreversible	1	1	0.0319824	0	-11.3784	24.7568				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	1	ultrametric	2	ER	1	1	0.0155512	0.0155512	-5.9052	13.8104				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	1	ultrametric	2	ARD	1	2	0.0146374	0.162276	-5.3756	14.7512				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	1	ultrametric	2	irreversible	1	1	0.0156386	0	-5.2533	12.5067				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	0	0	ultrametric	17	ER	1	1	0.244391	0.244391	-69.3742	140.748				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	0	0	ultrametric	17	ARD	1	2	0.110692	8.1626	-55.1394	114.279				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	0	0	ultrametric	17	irreversible	1	1	0.263037	0	-76.5559	155.112				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	0	ultrametric	18	ER	1	1	0.279018	0.279018	-71.885	145.77				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	0	ultrametric	18	ARD	1	2	0.501929	8.375	-66.959	137.918				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	0	ultrametric	18	irreversible	1	1	0.266733	0	-71.4041	144.808				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	0	ultrametric	12	ER	1	1	0.175785	0.175785	-53.7657	109.531				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	0	ultrametric	12	ARD	1	2	0.47828	12.5652	-49.6924	103.385				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	0	ultrametric	12	irreversible	1	1	0.170599	0	-53.2064	108.413				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	1	ultrametric	1	ER	1	1	0.0164108	0.0164108	-8.2029	18.4058				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	1	ultrametric	1	ARD	1	2	0.101361	28.7948	-6.6567	17.3134				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	1	ultrametric	1	irreversible	1	1	0.0163326	0	-7.5125	17.025				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	0	ultrametric	19	ER	1	1	0.326978	0.326978	-81.6496	165.299				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	0	ultrametric	19	ARD	1	2	1.52391	22.6863	-71.1514	146.303				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	0	ultrametric	19	irreversible	1	1	0.30438	0	-81.5099	165.02				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	0	ultrametric	8	ER	1	1	0.129238	0.129238	-43.0532	88.1063				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	0	ultrametric	8	ARD	1	2	0.847135	31.2775	-37.0131	78.0262				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	0	ultrametric	8	irreversible	1	1	0.125448	0	-42.4684	86.9368				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	1	ultrametric	3	ER	1	1	0.0323715	0.0323715	-12.0065	26.013				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	1	ultrametric	3	ARD	1	2	0.031769	0.270453	-11.5173	27.0346				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	1	ultrametric	3	irreversible	1	1	0.0324303	0	-11.3506	24.7011				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	1	ultrametric	3	ER	1	1	0.0312283	0.0312283	-11.385	24.77				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	1	ultrametric	3	ARD	1	2	0.0304517	0.240203	-10.91	25.8199				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	1	ultrametric	3	irreversible	1	1	0.0313221	0	-10.7269	23.4539				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	0	ultrametric	24	ER	1	1	0.389788	0.389788	-90.5755	183.151				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	0	ultrametric	24	ARD	1	2	0.76271	9.12501	-83.4461	170.892				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	0	0	ultrametric	24	irreversible	1	1	0.363422	0	-90.3723	182.745				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	0	ultrametric	13	ER	1	1	0.192615	0.192615	-57.1608	116.322				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	0	ultrametric	13	ARD	1	2	0.532447	12.6576	-52.944	109.888				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	0	0	ultrametric	13	irreversible	1	1	0.186375	0	-56.6185	115.237				one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
